Year,2000,2006,2006,2007,2007,2008,2008,2009,2009,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016
Region/Subregion or Country of Birth,Estimate,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error,Estimate,Margin of Error
Western Asia," 658,603 "," 780,302 "," +/-21,356 "," 790,145 "," +/-17,305 "," 827,265 "," +/-24,974 "," 893,333 "," +/-25,644 "," 904,171 "," +/-25,596 "," 932,135 "," +/-30,251 "," 971,281 "," +/-26,042 "," 1,010,465 "," +/-25,287 ","1,061,647","  +/-28,122 ","1,088,369","+/-22,530","1,163,328","+/-25,080"
Iraq," 89,892 "," 101,878 "," +/-8,702 "," 102,393 "," +/-9,617 "," 100,966 "," +/-10,965 "," 154,220 "," +/-12,495 "," 159,800 "," +/-13,653 "," 170,366 "," +/-13,676 "," 177,028 "," +/-12,188 "," 200,894 "," +/-13,647 ","217,257","  +/-14,486 ","215,193","+/-13,794","221,587","+/-13,792"
Israel," 109,719 "," 135,003 "," +/-7,264 "," 134,438 "," +/-7,231 "," 146,179 "," +/-10,617 "," 140,323 "," +/-8,180 "," 127,896 "," +/-8,454 "," 133,400 "," +/-7,881 "," 138,468 "," +/-8,001 "," 127,079 "," +/-7,851 ","132,730","  +/-7,299 ","129,680","+/-6,876","142,078","+/-8,602"
Jordan," 46,794 ", - ,, - ,, - ,," 60,406 "," +/-5,429 "," 63,615 "," +/-6,881 "," 69,062 "," +/-8,420 "," 58,744 "," +/-5,514 "," 65,618 "," +/-6,078 ","69,719","  +/-7,365 ","81,767","+/-8,063","81,930","+/-6,080"
Kuwait," 21,604 ", - ,, - ,, - ,," 21,467 "," +/-3,493 "," 26,318 "," +/-2,941 "," 24,466 "," +/-3,491 "," 27,347 "," +/-3,763 "," 22,731 "," +/-2,925 ","29,089","  +/-3,876 ","31,781","+/-3,643","36,659","+/-4,303"
Lebanon," 105,910 "," 112,840 "," +/-7,535 "," 124,187 "," +/-8,682 "," 127,737 "," +/-8,519 "," 123,614 "," +/-8,441 "," 121,000 "," +/-7,645 "," 118,395 "," +/-8,646 "," 121,684 "," +/-6,970 "," 124,256 "," +/-7,565 ","119,490","  +/-7,836 ","119,613","+/-8,361","128,608","+/-7,235"
Saudi Arabia," 21,881 ", - ,, - ,, - ,," 43,166 "," +/-5,500 "," 45,016 "," +/-7,199 "," 56,238 "," +/-7,133 "," 69,190 "," +/-6,934 "," 88,894 "," +/-8,788 ","86,682","  +/-8,214 ","96,783","+/-8,403","99,849","+/-9,987"
Syria," 54,561 "," 64,110 "," +/-6,776 "," 54,728 "," +/-5,427 "," 66,077 "," +/-6,893 "," 60,827 "," +/-5,734 "," 59,554 "," +/-5,844 "," 64,697 "," +/-6,812 "," 74,902 "," +/-6,522 "," 78,934 "," +/-9,024 ","85,737","  +/-9,736 ","82,681","+/-6,286","96,694","+/-8,628"
Yemen," 18,258 ", - ,, - ,, - ,," 38,079 "," +/-5,910 "," 40,276 "," +/-6,650 "," 44,096 "," +/-6,084 "," 41,234 "," +/-4,966 "," 40,548 "," +/-5,815 ","44,280","  +/-6,067 ","44,337","+/-6,088","61,680","+/-7,744"
Turkey," 78,378 "," 88,826 "," +/-6,865 "," 93,673 "," +/-7,587 "," 105,225 "," +/-8,152 "," 105,350 "," +/-7,390 "," 106,271 "," +/-7,266 "," 96,760 "," +/-7,101 "," 107,948 "," +/-7,162 "," 109,667 "," +/-6,733 ","109,408","  +/-6,842 ","116,336","+/-8,283","120,745","+/-7,932"
Armenia," 65,280 "," 75,541 "," +/-8,412 "," 75,842 "," +/-8,487 "," 75,726 "," +/-7,771 "," 82,651 "," +/-7,851 "," 89,261 "," +/-8,491 "," 85,150 "," +/-6,806 "," 85,974 "," +/-7,492 "," 79,122 "," +/-6,738 ","86,337","  +/-7,841 ","86,217","+/-6,658","90,946","+/-8,462"
Other Western Asia," 108,069 "," 202,104 "," +/-13,189 "," 204,884 "," +/-10,845 "," 205,355 "," +/-11,632 "," 63,230 "," +/-5,637 "," 65,164 "," +/-6,714 "," 69,505 "," +/-7,348 "," 68,762 "," +/-5,477 "," 72,722 "," +/-6,936 ","80,918","  +/-7,166 ","83,981","+/-7,429","82,552","+/-6,087"
"Asia, n.e.c."," 38,652 "," 38,968 "," +/-5,464 "," 41,992 "," +/-5,481 "," 34,408 "," +/-4,817 "," 44,407 "," +/-6,807 "," 43,165 "," +/-4,416 "," 40,713 "," +/-5,332 "," 45,634 "," +/-4,940 "," 45,449 "," +/-4,488 ","53,760","  +/-5,821 ","48,538","+/-4,922","47,754","+/-5,341"
Africa," 881,300 "," 1,375,676 "," +/-29,935 "," 1,419,317 "," +/-33,778 "," 1,435,996 "," +/-31,982 "," 1,492,785 "," +/-33,747 "," 1,606,914 "," +/-32,680 "," 1,664,414 "," +/-29,863 "," 1,723,895 "," +/-33,353 "," 1,825,326 "," +/-37,011 ","1,931,203","  +/-35,812 ","2,062,257","+/-42,104","2,141,197","+/-36,769"
Eastern Africa," 213,299 "," 360,829 "," +/-15,443 "," 386,225 "," +/-19,357 "," 386,996 "," +/-15,969 "," 423,298 "," +/-21,676 "," 475,832 "," +/-19,579 "," 488,088 "," +/-18,192 "," 509,581 "," +/-17,863 "," 530,019 "," +/-18,606 ","592,060","  +/-18,331 ","612,560","+/-21,605","636,165","+/-19,669"
Eritrea, - , - ,, - ,, - ,," 23,840 "," +/-5,303 "," 29,681 "," +/-4,628 "," 34,876 "," +/-5,981 "," 29,438 "," +/-4,360 "," 33,930 "," +/-6,197 ","36,967","  +/-4,050 ","39,063","+/-5,274","43,010","+/-5,968"
Ethiopia," 69,531 "," 126,748 "," +/-10,628 "," 134,547 "," +/-11,108 "," 137,012 "," +/-9,845 "," 148,221 "," +/-10,848 "," 173,592 "," +/-12,863 "," 162,044 "," +/-10,886 "," 200,503 "," +/-13,552 "," 195,805 "," +/-11,650 ","214,530","  +/-11,301 ","228,745","+/-13,680","244,924","+/-13,145"
Kenya," 41,081 "," 79,111 "," +/-7,323 "," 80,595 "," +/-8,259 "," 83,489 "," +/-7,862 "," 87,267 "," +/-8,088 "," 88,519 "," +/-8,659 "," 102,561 "," +/-9,314 "," 106,727 "," +/-7,699 "," 110,678 "," +/-8,289 ","121,300","  +/-9,391 ","129,905","+/-10,130","129,670","+/-9,527"
Somalia, - , - ,, - ,, - ,, - ,, - ,, - ,, - ,, - ,, - ,,"89,153","+/-7,277","93,020","+/-7,623"
Other Eastern Africa," 143,768 "," 154,970 "," +/-9,435 "," 171,083 "," +/-11,864 "," 166,495 "," +/-9,935 "," 163,970 "," +/-11,349 "," 184,040 "," +/-11,599 "," 188,607 "," +/-10,407 "," 172,913 "," +/-10,552 "," 189,606 "," +/-11,311 ","219,263","  +/-10,790 ","125,694","+/-9,018","125,541","+/-9,596"
Middle Africa," 26,900 "," 54,437 "," +/-6,633 "," 56,056 "," +/-6,827 "," 55,317 "," +/-7,156 "," 65,457 "," +/-7,198 "," 88,711 "," +/-8,629 "," 80,479 "," +/-8,825 "," 84,213 "," +/-7,832 "," 111,880 "," +/-11,127 ","110,588","  +/-10,795 ","128,584","+/-11,508","135,775","+/-12,362"
Cameroon," 12,241 ", - ,, - ,, - ,, - ,," 40,649 "," +/-5,821 "," 40,451 "," +/-6,283 "," 36,679 "," +/-5,155 "," 46,556 "," +/-5,580 ","49,695","  +/-5,752 ","51,172","+/-7,568","49,430","+/-6,311"
Other Middle Africa, - , - ,, - ,, - ,, - ,," 48,062 "," +/-7,220 "," 40,028 "," +/-6,335 "," 47,534 "," +/-5,550 "," 65,324 "," +/-9,244 ","60,893","  +/-7,968 ","77,412","+/-9,776","86,345","+/-9,985"
Northern Africa," 190,491 "," 261,469 "," +/-14,397 "," 274,951 "," +/-13,416 "," 255,942 "," +/-13,054 "," 264,536 "," +/-13,792 "," 280,280 "," +/-13,730 "," 290,234 "," +/-11,699 "," 321,956 "," +/-14,115 "," 321,945 "," +/-15,417 ","322,390","  +/-14,877 ","345,832","+/-15,019","357,574","+/-14,729"
Egypt," 113,396 "," 136,931 "," +/-9,603 "," 136,648 "," +/-9,051 "," 129,970 "," +/-7,764 "," 138,194 "," +/-10,741 "," 137,799 "," +/-10,076 "," 147,515 "," +/-9,626 "," 172,783 "," +/-11,580 "," 176,443 "," +/-10,677 ","172,631","  +/-11,973 ","185,872","+/-11,556","181,677","+/-11,182"
Morocco," 34,703 ", - ,, - ,, - ,," 58,283 "," +/-5,673 "," 63,165 "," +/-6,053 "," 62,812 "," +/-6,048 "," 65,247 "," +/-6,640 "," 63,798 "," +/-6,030 ","74,435","  +/-7,424 ","71,654","+/-5,503","80,384","+/-6,234"
Sudan," 18,137 ", - ,, - ,, - ,," 35,821 "," +/-4,813 "," 44,863 "," +/-5,843 "," 41,552 "," +/-5,398 "," 46,312 "," +/-6,087 "," 41,018 "," +/-5,456 ","33,700","  +/-4,104 ","46,037","+/-6,708","39,346","+/-4,953"
Other Northern Africa," 77,095 "," 124,538 "," +/-9,846 "," 138,303 "," +/-9,547 "," 125,972 "," +/-9,665 "," 32,238 "," +/-3,744 "," 34,453 "," +/-4,527 "," 38,355 "," +/-5,019 "," 37,614 "," +/-3,697 "," 40,686 "," +/-4,683 ","41,624","  +/-4,154 ","42,269","+/-4,655","56,167","+/-6,931"
Southern Africa," 66,496 "," 81,236 "," +/-5,223 "," 81,595 "," +/-6,919 "," 81,698 "," +/-6,200 "," 85,145 "," +/-6,454 "," 79,914 "," +/-5,954 "," 92,443 "," +/-7,346 "," 89,694 "," +/-5,991 "," 98,305 "," +/-5,699 ","98,287","  +/-6,794 ","98,865","+/-6,281","109,420","+/-6,660"
South Africa," 63,558 "," 79,472 "," +/-5,051 "," 78,571 "," +/-6,685 "," 79,585 "," +/-6,200 "," 82,339 "," +/-6,229 "," 77,985 "," +/-5,886 "," 87,699 "," +/-7,025 "," 85,528 "," +/-5,710 "," 95,191 "," +/-5,407 ","92,218","  +/-5,998 ","94,141","+/-5,867","104,889","+/-6,479"
Other Southern Africa," 2,938 "," 1,764 ", +/-641 ," 3,024 "," +/-1,491 "," 2,113 ", +/-943 ," 2,806 ", +/-956 ," 1,929 ", +/-778 ," 4,744 "," +/-1,956 "," 4,166 "," +/-1,518 "," 3,114 "," +/-1,052 ","6,069","  +/-2,446 ","4,724","+/-1,384","4,531","+/-1,381"
Western Africa," 326,507 "," 490,263 "," +/-16,790 "," 505,619 "," +/-18,255 "," 535,192 "," +/-24,209 "," 542,032 "," +/-20,910 "," 573,791 "," +/-19,329 "," 596,352 "," +/-20,706 "," 618,754 "," +/-20,332 "," 647,208 "," +/-23,222 ","688,407","  +/-22,772 ","766,341","+/-24,249","787,894","+/-22,996"
Cabo Verde (aka Cape Verde)," 26,682 ", - ,, - ,, - ,," 32,885 "," +/-4,424 "," 33,460 "," +/-4,437 "," 35,836 "," +/-5,572 "," 33,938 "," +/-4,464 "," 30,744 "," +/-4,452 ","37,145","  +/-4,291 ","43,352","+/-5,264","44,519","+/-4,548"
Ghana," 65,572 "," 103,051 "," +/-9,139 "," 104,842 "," +/-7,842 "," 108,802 "," +/-8,394 "," 108,647 "," +/-8,716 "," 124,696 "," +/-7,499 "," 130,399 "," +/-10,430 "," 129,177 "," +/-9,518 "," 149,377 "," +/-9,545 ","150,305","  +/-9,295 ","155,532","+/-10,846","171,428","+/-11,579"
Liberia," 40,666 "," 64,100 "," +/-6,562 "," 72,125 "," +/-8,397 "," 65,373 "," +/-6,903 "," 72,111 "," +/-9,536 "," 66,089 "," +/-6,717 "," 72,262 "," +/-7,019 "," 73,131 "," +/-6,896 "," 78,909 "," +/-9,051 ","82,154","  +/-8,914 ","79,497","+/-7,804","88,090","+/-9,285"
Nigeria," 134,940 "," 197,489 "," +/-11,721 "," 185,787 "," +/-11,722 "," 206,604 "," +/-13,728 "," 209,908 "," +/-12,856 "," 219,309 "," +/-13,471 "," 226,849 "," +/-14,178 "," 238,796 "," +/-13,660 "," 234,465 "," +/-11,954 ","264,399","  +/-12,340 ","323,635","+/-18,271","306,874","+/-14,067"
Sierra Leone," 20,831 ", - ,, - ,, - ,," 32,467 "," +/-4,767 "," 34,935 "," +/-5,020 "," 33,066 "," +/-4,316 "," 38,564 "," +/-4,931 "," 37,559 "," +/-5,363 ","41,171","  +/-5,300 ","42,065","+/-5,812","38,101","+/-4,872"
Other Western Africa," 105,164 "," 125,623 "," +/-8,501 "," 142,865 "," +/-9,149 "," 154,413 "," +/-12,580 "," 86,014 "," +/-6,908 "," 95,302 "," +/-10,250 "," 97,940 "," +/-8,827 "," 105,148 "," +/-7,848 "," 116,154 "," +/-10,377 ","113,233","  +/-8,950 ","122,260","+/-9,856","138,882","+/-10,202"
"Africa, n.e.c."," 57,607 "," 127,442 "," +/-10,228 "," 114,871 "," +/-8,228 "," 120,851 "," +/-8,841 "," 112,317 "," +/-8,398 "," 108,386 "," +/-9,756 "," 116,818 "," +/-10,284 "," 99,697 "," +/-7,833 "," 115,969 "," +/-10,763 ","119,471","  +/-9,684 ","110,075","+/-9,089","114,369","+/-10,122"
Oceania," 168,046 "," 181,987 "," +/-9,350 "," 216,701 "," +/-11,348 "," 222,994 "," +/-10,689 "," 206,795 "," +/-10,045 "," 216,736 "," +/-10,114 "," 221,211 "," +/-9,403 "," 239,861 "," +/-9,226 "," 222,390 "," +/-9,893 ","241,200","  +/-8,901 ","238,663","+/-9,099","265,863","+/-9,684"
Australia and New Zealand Subregion," 83,837 "," 92,853 "," +/-5,096 "," 103,860 "," +/-6,275 "," 103,478 "," +/-7,012 "," 99,784 "," +/-5,386 "," 103,301 "," +/-5,961 "," 96,665 "," +/-6,135 "," 115,765 "," +/-6,180 "," 107,647 "," +/-6,553 ","114,744","  +/-5,982 ","113,277","+/-6,339","124,233","+/-6,417"
Australia," 60,965 "," 65,886 "," +/-3,843 "," 70,889 "," +/-5,186 "," 76,129 "," +/-6,274 "," 70,842 "," +/-4,907 "," 71,535 "," +/-5,246 "," 68,517 "," +/-5,269 "," 84,534 "," +/-4,926 "," 78,797 "," +/-5,372 ","84,368","  +/-4,780 ","83,573","+/-5,527","93,179","+/-5,453"
Other Australian and New Zealand Subregion," 22,872 "," 26,967 "," +/-3,179 "," 32,971 "," +/-3,600 "," 27,349 "," +/-2,916 "," 28,942 "," +/-2,729 "," 31,766 "," +/-3,616 "," 28,148 "," +/-3,524 "," 31,231 "," +/-3,397 "," 28,850 "," +/-3,234 ","30,376","  +/-3,107 ","29,704","+/-2,990","31,054","+/-3,148"
Fiji, - , - ,, - ,, - ,," 36,954 "," +/-5,062 "," 39,277 "," +/-5,329 "," 40,897 "," +/-5,821 "," 39,966 "," +/-5,321 "," 38,782 "," +/-4,312 ","43,309","  +/-4,390 ","41,936","+/-4,822","43,406","+/-5,546"
"Oceania, n.e.c.", 241 ," 89,134 "," +/-6,763 "," 112,841 "," +/-9,183 "," 119,516 "," +/-8,482 "," 70,057 "," +/-6,396 "," 74,158 "," +/-6,390 "," 83,649 "," +/-7,433 "," 84,130 "," +/-5,926 "," 75,961 "," +/-6,505 ","83,147","  +/-7,787 ","83,450","+/-6,289","98,224","+/-8,647"
Americas," 16,916,416 "," 20,943,588 "," +/-93,415 "," 21,248,337 "," +/-92,753 "," 20,977,116 "," +/-98,480 "," 21,277,924 "," +/-89,089 "," 22,031,012 "," +/-88,870 "," 22,040,123 "," +/-101,353 "," 22,119,747 "," +/-77,212 "," 22,320,187 "," +/-94,318 ","22,703,058","  +/-99,508 ","22,949,885","+/-88,765","23,085,493","+/-97,402"
Latin America," 16,086,974 "," 20,088,292 "," +/-89,211 "," 20,409,676 "," +/-89,137 "," 20,150,245 "," +/-95,704 "," 20,455,547 "," +/-88,480 "," 21,224,087 "," +/-89,776 "," 21,245,344 "," +/-98,650 "," 21,311,457 "," +/-78,036 "," 21,473,266 "," +/-91,953 ","21,890,416","  +/-100,118 ","22,111,409","+/-88,225","22,294,730","+/-99,070"
Caribbean," 2,953,066 "," 3,355,737 "," +/-40,398 "," 3,387,004 "," +/-43,490 "," 3,407,909 "," +/-39,304 "," 3,465,890 "," +/-44,270 "," 3,730,644 "," +/-41,793 "," 3,776,783 "," +/-43,014 "," 3,873,113 "," +/-36,016 "," 3,953,655 "," +/-44,699 ","4,000,114","  +/-42,844 ","4,165,453","+/-49,473","4,286,266","+/-45,686"
Bahamas," 28,273 ", - ,, - ,, - ,," 30,301 "," +/-3,957 "," 31,602 "," +/-3,916 "," 34,319 "," +/-4,458 "," 31,903 "," +/-4,430 "," 31,403 "," +/-3,640 ","31,812","  +/-3,642 ","34,796","+/-3,735","33,163","+/-3,928"
Barbados," 52,172 "," 55,113 "," +/-5,974 "," 55,693 "," +/-5,351 "," 49,265 "," +/-4,348 "," 49,567 "," +/-4,471 "," 52,829 "," +/-4,690 "," 49,922 "," +/-4,499 "," 51,849 "," +/-4,542 "," 52,499 "," +/-4,383 ","51,378","  +/-4,171 ","51,739","+/-4,829","54,374","+/-4,570"
Cuba," 872,716 "," 935,865 "," +/-20,531 "," 983,454 "," +/-23,678 "," 974,657 "," +/-22,134 "," 991,385 "," +/-20,322 "," 1,104,679 "," +/-27,222 "," 1,094,811 "," +/-24,616 "," 1,113,901 "," +/-24,725 "," 1,144,024 "," +/-24,153 ","1,172,899","  +/-23,038 ","1,210,674","+/-23,840","1,271,618","+/-25,157"
Dominica," 17,163 ", - ,, - ,, - ,," 32,717 "," +/-5,234 "," 28,540 "," +/-3,493 "," 30,369 "," +/-4,333 "," 23,436 "," +/-3,377 "," 31,222 "," +/-4,056 ","28,163","  +/-3,640 ","32,370","+/-4,110","31,220","+/-4,082"
Dominican Republic," 687,677 "," 766,570 "," +/-22,399 "," 755,539 "," +/-21,018 "," 771,910 "," +/-20,977 "," 793,285 "," +/-22,415 "," 879,187 "," +/-23,782 "," 897,263 "," +/-22,048 "," 957,376 "," +/-20,743 "," 991,046 "," +/-27,975 ","997,734","  +/-23,066 ","1,063,239","+/-28,770","1,085,321","+/-24,429"
Grenada," 29,986 ", - ,, - ,, - ,," 34,145 "," +/-4,612 "," 29,110 "," +/-3,314 "," 28,437 "," +/-3,924 "," 35,271 "," +/-4,309 "," 32,820 "," +/-3,790 ","34,184","  +/-4,133 ","29,982","+/-3,185","36,056","+/-4,157"
Haiti," 419,317 "," 509,875 "," +/-19,853 "," 530,897 "," +/-18,376 "," 534,969 "," +/-20,829 "," 538,582 "," +/-20,162 "," 587,149 "," +/-21,453 "," 592,260 "," +/-20,557 "," 606,365 "," +/-18,445 "," 593,980 "," +/-18,979 ","628,003","  +/-22,589 ","675,546","+/-22,289","668,223","+/-21,567"
Jamaica," 553,827 "," 631,374 "," +/-17,863 "," 597,940 "," +/-19,644 "," 636,589 "," +/-19,748 "," 651,177 "," +/-20,124 "," 659,771 "," +/-20,393 "," 696,990 "," +/-19,255 "," 680,845 "," +/-19,691 "," 714,743 "," +/-20,801 ","705,804","  +/-19,737 ","711,134","+/-19,231","736,303","+/-20,723"
St. Vincent and the Grenadines," 21,540 ", - ,, - ,, - ,," 18,343 "," +/-3,189 "," 23,088 "," +/-3,645 "," 22,061 "," +/-2,973 "," 23,218 "," +/-3,022 "," 23,868 "," +/-4,566 ","23,075","  +/-3,280 ","22,950","+/-2,820","19,897","+/-3,167"
Trinidad and Tobago," 197,398 "," 231,515 "," +/-13,428 "," 225,528 "," +/-11,607 "," 225,242 "," +/-12,007 "," 221,067 "," +/-12,419 "," 229,926 "," +/-11,017 "," 225,115 "," +/-12,270 "," 239,536 "," +/-9,830 "," 232,026 "," +/-10,271 ","220,234","  +/-10,206 ","227,295","+/-8,816","242,661","+/-10,539"
West Indies, - , - ,, - ,, - ,," 33,723 "," +/-4,078 "," 31,781 "," +/-4,446 "," 32,100 "," +/-3,881 "," 30,260 "," +/-4,522 "," 31,055 "," +/-3,864 ","25,804","  +/-3,659 ","33,011","+/-4,485","28,044","+/-4,553"
Other Caribbean," 169,959 "," 225,425 "," +/-9,862 "," 237,953 "," +/-11,220 "," 215,277 "," +/-12,164 "," 71,598 "," +/-6,282 "," 72,982 "," +/-6,234 "," 73,136 "," +/-6,370 "," 79,153 "," +/-6,321 "," 74,969 "," +/-5,516 ","81,024","  +/-6,336 ","72,717","+/-6,064","79,386","+/-5,751"
Central America," 11,203,637 "," 14,190,041 "," +/-88,129 "," 14,450,476 "," +/-86,599 "," 14,175,411 "," +/-84,040 "," 14,393,833 "," +/-82,906 "," 14,763,612 "," +/-90,254 "," 14,758,017 "," +/-93,222 "," 14,710,961 "," +/-77,754 "," 14,751,230 "," +/-87,884 ","15,034,607","  +/-89,601 ","15,027,927","+/-80,951","15,028,973","+/-94,337"
Mexico," 9,177,487 "," 11,541,404 "," +/-84,625 "," 11,738,537 "," +/-86,128 "," 11,412,668 "," +/-80,697 "," 11,478,413 "," +/-81,274 "," 11,711,103 "," +/-83,028 "," 11,672,619 "," +/-79,997 "," 11,563,374 "," +/-71,644 "," 11,584,977 "," +/-77,500 ","11,714,489","  +/-83,465 ","11,643,298","+/-77,644","11,573,680","+/-80,848"
Belize, - , - ,, - ,, - ,," 48,567 "," +/-5,700 "," 47,197 "," +/-5,054 "," 45,556 "," +/-4,993 "," 47,437 "," +/-6,181 "," 50,296 "," +/-5,095 ","48,368","  +/-4,811 ","48,811","+/-5,371","48,918","+/-5,703"
Costa Rica," 71,870 "," 81,342 "," +/-7,288 "," 85,605 "," +/-7,620 "," 81,038 "," +/-6,277 "," 86,343 "," +/-7,301 "," 81,933 "," +/-7,612 "," 78,111 "," +/-6,366 "," 76,678 "," +/-7,217 "," 78,659 "," +/-5,412 ","83,337","  +/-7,100 ","90,109","+/-5,646","85,133","+/-6,972"
El Salvador," 817,336 "," 1,047,124 "," +/-28,944 "," 1,104,390 "," +/-27,009 "," 1,094,993 "," +/-26,337 "," 1,149,895 "," +/-27,019 "," 1,214,049 "," +/-34,387 "," 1,264,743 "," +/-31,223 "," 1,271,859 "," +/-31,691 "," 1,252,067 "," +/-29,778 ","1,315,474","  +/-30,106 ","1,352,357","+/-31,379","1,387,022","+/-32,927"
Guatemala," 480,665 "," 720,901 "," +/-21,651 "," 700,567 "," +/-25,259 "," 739,254 "," +/-23,019 "," 798,682 "," +/-26,360 "," 830,824 "," +/-28,813 "," 850,882 "," +/-27,380 "," 858,530 "," +/-28,590 "," 902,293 "," +/-25,423 ","915,595","  +/-24,219 ","927,593","+/-23,812","935,707","+/-29,163"
Honduras," 282,852 "," 405,258 "," +/-18,333 "," 430,504 "," +/-19,742 "," 460,197 "," +/-17,563 "," 467,943 "," +/-17,687 "," 522,581 "," +/-23,846 "," 490,636 "," +/-18,543 "," 521,682 "," +/-21,390 "," 533,598 "," +/-19,165 ","588,301","  +/-20,515 ","599,030","+/-25,695","651,059","+/-22,759"
Nicaragua," 220,335 "," 235,734 "," +/-12,167 "," 230,902 "," +/-13,282 "," 238,224 "," +/-13,258 "," 253,250 "," +/-14,552 "," 247,593 "," +/-15,419 "," 241,649 "," +/-14,085 "," 258,400 "," +/-13,947 "," 240,619 "," +/-12,060 ","255,233","  +/-11,343 ","256,171","+/-12,391","243,024","+/-12,289"
Panama," 105,177 "," 95,684 "," +/-7,098 "," 102,158 "," +/-6,768 "," 96,128 "," +/-7,177 "," 103,774 "," +/-8,320 "," 99,419 "," +/-5,967 "," 103,689 "," +/-7,598 "," 103,269 "," +/-6,119 "," 101,024 "," +/-6,168 ","107,299","  +/-7,509 ","103,625","+/-5,810","94,958","+/-6,284"
Other Central America," 47,915 "," 62,594 "," +/-7,111 "," 57,813 "," +/-7,042 "," 52,909 "," +/-5,546 "," 6,966 "," +/-2,068 "," 8,913 "," +/-2,528 "," 10,132 "," +/-3,833 "," 9,732 "," +/-3,111 "," 7,697 "," +/-2,321 ","6,511","  +/-1,882 ","6,933","+/-1,586","9,472","+/-1,964"
South America," 1,930,271 "," 2,542,514 "," +/-41,414 "," 2,572,196 "," +/-34,535 "," 2,566,925 "," +/-40,220 "," 2,595,824 "," +/-37,822 "," 2,729,831 "," +/-42,165 "," 2,710,544 "," +/-47,996 "," 2,727,383 "," +/-39,221 "," 2,768,381 "," +/-39,363 ","2,855,695","  +/-41,092 ","2,918,029","+/-40,362","2,979,491","+/-41,161"
Argentina," 125,218 "," 165,850 "," +/-10,197 "," 172,736 "," +/-8,710 "," 160,218 "," +/-10,303 "," 163,791 "," +/-8,568 "," 171,534 "," +/-10,446 "," 162,875 "," +/-11,016 "," 176,094 "," +/-8,283 "," 170,086 "," +/-10,630 ","184,956","  +/-10,805 ","181,233","+/-9,339","189,126","+/-13,095"
Bolivia," 53,278 "," 73,394 "," +/-7,827 "," 70,219 "," +/-7,379 "," 71,491 "," +/-7,697 "," 74,024 "," +/-7,711 "," 78,900 "," +/-8,397 "," 76,626 "," +/-7,897 "," 71,850 "," +/-6,984 "," 79,924 "," +/-6,661 ","80,650","  +/-9,330 ","78,093","+/-6,898","79,461","+/-7,240"
Brazil," 212,428 "," 342,555 "," +/-16,079 "," 338,853 "," +/-13,953 "," 332,632 "," +/-17,448 "," 359,149 "," +/-14,692 "," 339,613 "," +/-15,262 "," 329,861 "," +/-16,884 "," 325,547 "," +/-12,361 "," 337,040 "," +/-14,135 ","335,608","  +/-13,485 ","361,374","+/-15,675","409,595","+/-16,336"
Chile," 80,804 "," 89,060 "," +/-6,003 "," 85,057 "," +/-7,530 "," 91,590 "," +/-9,043 "," 87,607 "," +/-6,205 "," 91,172 "," +/-6,799 "," 97,337 "," +/-7,812 "," 88,290 "," +/-6,424 "," 97,585 "," +/-6,941 ","94,089","  +/-7,736 ","95,104","+/-6,986","93,647","+/-6,244"
Colombia," 509,872 "," 592,436 "," +/-19,266 "," 604,527 "," +/-21,707 "," 600,226 "," +/-20,028 "," 609,845 "," +/-20,117 "," 636,555 "," +/-18,715 "," 658,667 "," +/-25,756 "," 677,068 "," +/-21,121 "," 677,231 "," +/-17,383 ","706,826","  +/-21,775 ","699,399","+/-20,772","704,587","+/-19,852"
Ecuador," 298,626 "," 384,677 "," +/-16,123 "," 406,907 "," +/-14,784 "," 412,676 "," +/-17,768 "," 411,826 "," +/-16,965 "," 443,173 "," +/-20,175 "," 435,476 "," +/-21,947 "," 420,910 "," +/-16,718 "," 427,906 "," +/-18,423 ","423,576","  +/-19,680 ","441,257","+/-19,017","439,123","+/-18,116"
Guyana," 211,189 "," 250,178 "," +/-13,493 "," 242,667 "," +/-13,144 "," 258,096 "," +/-13,248 "," 245,596 "," +/-13,063 "," 265,271 "," +/-12,547 "," 259,036 "," +/-12,071 "," 260,268 "," +/-12,019 "," 259,815 "," +/-13,449 ","273,019","  +/-11,059 ","281,408","+/-12,349","266,368","+/-11,790"
Peru," 278,186 "," 382,153 "," +/-14,424 "," 401,129 "," +/-17,299 "," 384,923 "," +/-20,307 "," 406,910 "," +/-18,297 "," 428,547 "," +/-17,594 "," 411,829 "," +/-18,237 "," 426,263 "," +/-17,488 "," 440,292 "," +/-17,826 ","448,750","  +/-18,016 ","445,921","+/-17,981","427,445","+/-17,551"
Uruguay," 24,176 "," 49,517 "," +/-5,939 "," 50,578 "," +/-6,279 "," 46,855 "," +/-5,493 "," 42,695 "," +/-5,553 "," 50,176 "," +/-6,086 "," 44,544 "," +/-5,779 "," 45,065 "," +/-5,013 "," 43,541 "," +/-5,187 ","52,516","  +/-5,686 ","43,971","+/-5,051","42,181","+/-4,762"
